program_name,pdf,Address,City,Zip
BLUFFTON COMMUNITY PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000500147_2024-12-11_ANNUAL.pdf,112 MAIN STREET,BLUFFTON,45817
BOARDMAN UNITED METHODIST PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000100014_2024-12-03_ANNUAL.pdf,6809 MARKET ST,YOUNGSTOWN,44512
BOLD BEGINNINGS CHILDCARE CENTER,https://childcaresearch.ohio.gov//pdf/002220025931_2024-01-11_ANNUAL.pdf,2419 DENISON AVE,CLEVELAND,44109
BOLIVAR COMMUNITY PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000103514_2024-11-13_ANNUAL.pdf,241 PINE ST,BOLIVAR,44612
BOLTON CROSSING YMCA CLUB,https://childcaresearch.ohio.gov//pdf/002200022067_2024-12-18_ANNUAL.pdf,2695 HOLT RD,GROVE CITY,43123
BOMBECK FAMILY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000202182_2024-09-05_ANNUAL.pdf,941 ALBERTA ST,DAYTON,45409
BOND HILL RECREATION CENTER,https://childcaresearch.ohio.gov//pdf/000000201359_2024-07-29_ANNUAL.pdf,1501 ELIZABETH PL,CINCINNATI,45237
BOULEVARD PRESBYTERIAN CHURCH PRESCHOOL & CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000403065_2024-10-03_ANNUAL.pdf,1235 NORTHWEST BOULEVARD,COLUMBUS,43212
BOWERS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000106036_2024-09-11_ANNUAL.pdf,504 BOWERS AVENUE,NEW PHILADELPHI,44663
BRECKSVILLE COOPERATIVE PRESCHOOL INC,https://childcaresearch.ohio.gov//pdf/000000303759_2025-01-13_ANNUAL.pdf,4430 OAKES ROAD BLDG 4430,BRECKSVILLE,44141
BRIDGEWATER LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000205328_2024-08-20_ANNUAL.pdf,3100 PRINCETON ROAD,HAMILTON,45011
BRIDGEWAY ACADEMY,https://childcaresearch.ohio.gov//pdf/002170015361_2024-12-02_ANNUAL.pdf,1350 ALUM CREEK DRIVE,COLUMBUS,43209
BRIGHT ACRES LEARNING ACADEMY,https://childcaresearch.ohio.gov//pdf/002210023937_2024-07-18_ANNUAL.pdf,912 CHERRY STREET,BLANCHESTER,45107
BRIGHT ACRES LEARNING ACADEMY,https://childcaresearch.ohio.gov//pdf/002220026908_2024-09-12_ANNUAL.pdf,8276 ROUTE 132,BLANCHESTER,45162
BRIGHT BEGINNERS,https://childcaresearch.ohio.gov//pdf/000000303774_2024-07-25_ANNUAL.pdf,6632 HARRIS RD,BROADVIEW HTS,44147
BRIGHT BEGINNINGS AT BERLIN CHURCH,https://childcaresearch.ohio.gov//pdf/000000407951_2023-11-15_ANNUAL.pdf,5175 S OLD STATE RD,LEWIS CENTER,43035
"BRIGHT BEGINNINGS CHILDCARE, LLC",https://childcaresearch.ohio.gov//pdf/000000409651_2024-07-24_ANNUAL.pdf,385 MT VERNON ROAD,NEWARK,43055
BRIGHT BEGINNINGS CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000205896_2024-01-23_ANNUAL.pdf,60 E NORTH STREET,SPRINGBORO,45066
BRIGHT BEGINNINGS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000400742_2024-12-03_ANNUAL.pdf,362 SOUTH FIFTH STREET,MIDDLEPORT,45760
BRIGHT BEGINNINGS LEARNING CENTER LLC.,https://childcaresearch.ohio.gov//pdf/000000300805_2024-09-09_ANNUAL.pdf,16 BELMONT AVE,NILES,44446
BRIGHT BEGINNINGS PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000400281_2024-12-18_ANNUAL.pdf,4718 US RT. 62,MILLERSBURG,44654
BRIGHT BEGINNINGS PRESCHOOL OF DALTON,https://childcaresearch.ohio.gov//pdf/002210024036_2024-02-08_ANNUAL.pdf,163 WEST MAIN STREET,DALTON,44618
"BRIGHT BEGINNINGS, INC.",https://childcaresearch.ohio.gov//pdf/000000405976_2024-08-20_ANNUAL.pdf,2973 LANTZ ROAD,BEAVERCREEK,45434
"BRIGHT BLESSINGS PRESCHOOL & CHILDCARE CENTER, LLC",https://childcaresearch.ohio.gov//pdf/002190021001_2024-12-19_ANNUAL.pdf,200 N. MAIN ST.,MILLER CITY,45864
BRIGHT EYES EARLY LEARNING ACADEMY LLC,https://childcaresearch.ohio.gov//pdf/002230028179_2024-11-15_ANNUAL.pdf,12 NEAL AVE,NEWARK,43055
BRIGHT FUTURE AND LEARNING CENTER LLC,https://childcaresearch.ohio.gov//pdf/002170015811_2024-12-02_ANNUAL.pdf,3710 CLEVELAND AVE,COLUMBUS,43224
BRIGHT FUTURE DAYCARE & PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000503474_2024-08-22_ANNUAL.pdf,402 STACHLER DRIVE,ST HENRY,45883
BRIGHT FUTURES EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002210025372_2023-08-29_ANNUAL.pdf,10509 COUNTY ROAD 1,CHESAPEAKE,45619
"BRIGHT HOPES COMMUNITY CHILDCARE , LLC",https://childcaresearch.ohio.gov//pdf/002170015470_2024-11-01_ANNUAL.pdf,112 2ND ST. S.E,BARBERTON,44203
BRIGHT HORIZONS AT CAPITAL CITY,https://childcaresearch.ohio.gov//pdf/000000400100_2023-07-26_ANNUAL.pdf,277 E. TOWN ST.,COLUMBUS,43215
BRIGHT HORIZONS AT MADISONVILLE,https://childcaresearch.ohio.gov//pdf/002200021184_2024-08-19_ANNUAL.pdf,5040 KINGSLEY DRIVE,CINCINNATI,45227
BRIGHT ISLAND LLC,https://childcaresearch.ohio.gov//pdf/002210025246_2024-10-08_ANNUAL.pdf,5614 HALL,GALLOWAY,43119
"BRIGHT KIDS ACADEMY, INC.",https://childcaresearch.ohio.gov//pdf/002190020830_2024-11-26_ANNUAL.pdf,1752 HUY RD.,COLUMBUS,43224
"BRIGHT MINDS ACADEMY, LLC",https://childcaresearch.ohio.gov//pdf/002210024558_2024-11-12_ANNUAL.pdf,1787 N 21ST ST,NEWARK,43055
BRIGHT MINDS DAYCARE AND LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000400543_2024-10-31_ANNUAL.pdf,142 NORTH WILSON RD,COLUMBUS,43204
BRIGHT MINDS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002200022522_2024-09-09_ANNUAL.pdf,923 SUMMER DRIVE,CAREY,43316
BRIGHT STAR ACADEMY,https://childcaresearch.ohio.gov//pdf/000000400413_2024-07-23_ANNUAL.pdf,6567 DUBLIN CENTER DR.,DUBLIN,43017
BRIGHT STAR CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000100258_2024-01-09_ANNUAL.pdf,3000 S CANFIELD NILES RD,AUSTINTOWN,44515
BRIGHT START CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000303992_2024-07-25_ANNUAL.pdf,4477 E 131ST ST,GARFIELD HTS,44105
BRIGHT START CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000304932_2024-12-03_ANNUAL.pdf,16200 BROADWAY,MAPLE HTS,44137
BRIGHT START LEARNING CENTER INC,https://childcaresearch.ohio.gov//pdf/002220025748_2024-12-12_ANNUAL.pdf,316 NORTH MAIN STREET,JOHNSTOWN,43031
BRIGHTEYES CHILD CARE CENTER III,https://childcaresearch.ohio.gov//pdf/002170016221_2024-07-25_ANNUAL.pdf,3635 LEE RD,CLEVELAND,44120
BRIGHTEYES CHILDCARE CENTER II,https://childcaresearch.ohio.gov//pdf/000000300652_2024-08-20_ANNUAL.pdf,12402 BUCKEYE AVENUE,CLEVELAND,44120
BRIGHTPATH ACTIVE LEARNING,https://childcaresearch.ohio.gov//pdf/000000400177_2024-10-01_ANNUAL.pdf,5940 CHANDLER CT,WESTERVILLE,43082
BRIGHTPATH- BRIDGETOWN,https://childcaresearch.ohio.gov//pdf/002180019162_2024-07-18_ANNUAL.pdf,6155 BRIDGETOWN ROAD,CINCINNATI,45233
BRIGHTPATH- DELHI,https://childcaresearch.ohio.gov//pdf/002180019157_2025-01-08_ANNUAL.pdf,416 ANDERSON FERRY ROAD,CINCINNATI,45238
BRIGHTPATH- MADISONVILLE,https://childcaresearch.ohio.gov//pdf/002200022758_2024-09-12_ANNUAL.pdf,5433 MADISON RD,CINCINNATI,45227
BRIGHTPATH- MONTGOMERY,https://childcaresearch.ohio.gov//pdf/000000205698_2024-08-28_ANNUAL.pdf,11161 MONTGOMERY ROAD,CINCINNATI,45249
BRIGHTSTART EARLY PRESCHOOL LLC.,https://childcaresearch.ohio.gov//pdf/002200021833_2024-12-05_ANNUAL.pdf,1069 KENMORE BLVD,AKRON,44314
"BRILLIANT BEGINNINGS CHILD DEVELOPMENT CENTER, LLC",https://childcaresearch.ohio.gov//pdf/002210025287_2024-12-23_ANNUAL.pdf,124 KEYSTONE ST,CAMPBELL,44405
BRILLIANT BEGINNINGS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000400055_2024-09-24_ANNUAL.pdf,380 MARKER ROAD,VERSAILLES,45380
BRILLIANT BEGINNINGS PRE-SCHOOL AND GROWING CENTER,https://childcaresearch.ohio.gov//pdf/000000308486_2024-10-30_ANNUAL.pdf,16910 LAKESHORE BLVD,CLEVELAND,44110
BRILLIANT MINDS CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/002210025441_2024-07-22_ANNUAL.pdf,26110 EMERY RD. #400,WARRENSVILLE HEIGHTS,44128
BRILLIANT START ACADEMY,https://childcaresearch.ohio.gov//pdf/000000307463_2024-11-26_ANNUAL.pdf,901 LIBERTY BELL DRIVE,AMHERST,44001
BROADWAY KIDS PLACE,https://childcaresearch.ohio.gov//pdf/000000503131_2024-10-28_ANNUAL.pdf,213 NORTH BROADWAY,SPENCERVILLE,45887
BROOKFIELD UNITED METHODIST PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000300080_2024-01-10_ANNUAL.pdf,6951 GROVE ST,BROOKFIELD,44403
BROOKSEDGE DAY CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000410271_2023-11-21_ANNUAL.pdf,2185 HILLIARD-ROME RD,HILLIARD,43026
BROOKVILLE COMMUNITY UNITED METHODIST PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000200944_2024-09-17_ANNUAL.pdf,114 HAY AVENUE,BROOKVILLE,45309
BROOKVILLE LATCHKEY ACADEMY,https://childcaresearch.ohio.gov//pdf/002210023454_2023-11-29_ANNUAL.pdf,533 WESTERN AVENUE,BROOKVILLE,45309
BROWN'S TOWN CHILDCARE CENTER,https://childcaresearch.ohio.gov//pdf/000000300118_2024-01-26_ANNUAL.pdf,13901 MILES AV.,CLEVELAND,44105
BROWNSTONE DAY SCHOOL,https://childcaresearch.ohio.gov//pdf/000000302522_2024-02-26_ANNUAL.pdf,18225 SLOANE AVE,LAKEWOOD,44107
BRYAN PARKS & RECREATION PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000501458_2024-10-28_ANNUAL.pdf,1400 E HIGH ST,BRYAN,43506
BRYANT EDUCATION LLC,https://childcaresearch.ohio.gov//pdf/002220026044_2024-08-23_ANNUAL.pdf,7326 HAMILTON AVE,CINCINNATI,45231
BUB'S CLUBHOUSE AND LEARNING CENTER LLC,https://childcaresearch.ohio.gov//pdf/002230028024_2024-08-28_ANNUAL.pdf,989 E. MAIN STREET,COLUMBUS,43205
BUCKEYE CHILDCARE AND LEARNING SOLUTIONS,https://childcaresearch.ohio.gov//pdf/002220026752_2024-07-31_ANNUAL.pdf,5930 SHARON WOODS BLVD,COLUMBUS,43229
BUILDING BLOCKS ACADEMIC LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000504326_2024-08-19_ANNUAL.pdf,3539 HILL AVE,TOLEDO,43607
BUILDING BLOCKS DAY CARE & LEARNING CTR,https://childcaresearch.ohio.gov//pdf/000000106658_2024-07-10_ANNUAL.pdf,17 UNION STREET,COLUMBIANA,44408
BUILDING FUTURES CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000100182_2024-01-18_ANNUAL.pdf,9310 MARKET SQUARE,STREETSBORO,44241
BUILDING STRONG MINDS CHILDCARE,https://childcaresearch.ohio.gov//pdf/002220027046_2024-12-03_ANNUAL.pdf,3666 E. 116TH STREET,CLEVELAND,44105
BUMBLE BEES ACADEMY,https://childcaresearch.ohio.gov//pdf/002200021414_2024-08-29_ANNUAL.pdf,25 SPRINGWOOD DR,SPRINGBORO,45066
BUMBLEBEE VILLAGE,https://childcaresearch.ohio.gov//pdf/002180017553_2024-08-09_ANNUAL.pdf,707 & 717 N. COURT STREET,MEDINA,44256
BUMBLEBEE VILLAGE - LALA LAND,https://childcaresearch.ohio.gov//pdf/002190020252_2024-07-25_ANNUAL.pdf,725 N. COURT ST.,MEDINA,44256
BUNDLE OF JOY CHILDCARE CENTER,https://childcaresearch.ohio.gov//pdf/002210024876_2024-07-30_ANNUAL.pdf,3125 SHADY RUN RD.,YOUNGSTOWN,44502
BURNS KIDS COLLEGE,https://childcaresearch.ohio.gov//pdf/000000300396_2024-07-16_ANNUAL.pdf,4332 MAIN AVE.,ASHTABULA,44004
BUSH RECREATION CENTER,https://childcaresearch.ohio.gov//pdf/002170013004_2024-09-10_ANNUAL.pdf,2640 KEMPER RD,CINCINNATI,45206
BUSY BUILDING BLOCKS ACADEMY LLC.,https://childcaresearch.ohio.gov//pdf/002170014405_2024-12-30_ANNUAL.pdf,4450 MT. CARMEL TOBASCO RD.,CINCINNATI,45244
BUTTERCUPS LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000200572_2023-11-30_ANNUAL.pdf,6510 N. DIXIE DRIVE,DAYTON,45414
BUTTONS & BOWS,https://childcaresearch.ohio.gov//pdf/000000106269_2024-10-02_ANNUAL.pdf,916 STATE STREET NE,MASSILLON,44646
BUTTONS & BOWS,https://childcaresearch.ohio.gov//pdf/000000106268_2024-07-31_ANNUAL.pdf,910 STATE STREET NE,MASSILLON,44646
BUTTONS & BOWS CHILDCARE LLC,https://childcaresearch.ohio.gov//pdf/002190020203_2024-10-08_ANNUAL.pdf,5946 CHEVIOT RD,CINCINNATI,45247
BUTTONS & BOWS TOO CHILDCARE LLC,https://childcaresearch.ohio.gov//pdf/002210024278_2024-10-16_ANNUAL.pdf,5786 CHEVIOT RD,CINCINNATI,45247
BUZY BEE CHILDCARE,https://childcaresearch.ohio.gov//pdf/000000400846_2024-10-28_ANNUAL.pdf,2682 CLEVELAND AVE,COLUMBUS,43211
BVFYMCA @ JOHN MCINTIRE ELEMENTARY,https://childcaresearch.ohio.gov//pdf/002210024880_2024-11-13_ANNUAL.pdf,1275 ROOSEVELT AVE.,ZANESVILLE,43701
BVFYMCA AT BROAD PEAK,https://childcaresearch.ohio.gov//pdf/000000401162_2024-10-21_ANNUAL.pdf,6623 SUMMIT RD,PATASKTALA,43062
BVFYMCA AT PATHFINDERS PRESCHOOL,https://childcaresearch.ohio.gov//pdf/002200022188_2025-01-09_ANNUAL.pdf,6507 SUMMIT RD.,PATASKALA,43062
C. O. HARRISON ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000201358_2023-10-18_ANNUAL.pdf,585 NEEB ROAD,CINCINNATI,45233
CAA HEAD START-MILLVALE,https://childcaresearch.ohio.gov//pdf/002190020153_2024-12-09_ANNUAL.pdf,3301 BEEKMAN STREET,CINCINNATI,45225
CAA WINTON HEAD START,https://childcaresearch.ohio.gov//pdf/002190020175_2025-01-13_ANNUAL.pdf,5139 HOLLAND DRIVE,CINCINNATI,45232
CALDWELL HEAD START,https://childcaresearch.ohio.gov//pdf/000000408236_2024-12-10_ANNUAL.pdf,615 NORTH STREET,CALDWELL,43724
CALEDONIA COMMUNITY CENTER,https://childcaresearch.ohio.gov//pdf/000000300480_2024-07-15_ANNUAL.pdf,960 CALEDONIA,CLEVELAND HTS,44112
CALEIGH'S PLACE CHILD CARE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002190020290_2024-12-03_ANNUAL.pdf,3370 UPPER BELLBROOK RD.,BELLBROOK,45305
"CALVARY KIDS LEARNING CENTER, LLC",https://childcaresearch.ohio.gov//pdf/000000201389_2024-10-01_ANNUAL.pdf,205 EHRMAN AVE.,CINCINNATI,45220
CAMBRIDGE ACADEMY INC,https://childcaresearch.ohio.gov//pdf/000000201547_2024-10-10_ANNUAL.pdf,7140 TAYLORSVILLE RD,HUBER HEIGHTS,45424
CAMBRIDGE ACADEMY INC,https://childcaresearch.ohio.gov//pdf/000000201546_2025-01-09_ANNUAL.pdf,7172 TAYLORSVILLE RD,HUBER HEIGHTS,45424
CAMBRIDGE DAYCARE CENTER,https://childcaresearch.ohio.gov//pdf/000000400614_2025-01-03_ANNUAL.pdf,795 HUDSON AVE,COLUMBUS,43211
CAMP ASHREINU JUNIOR,https://childcaresearch.ohio.gov//pdf/000000206998_2024-07-09_ANNUAL.pdf,2222 LOSANTIVILLE AVENUE,CINCINNATI,45237
CAMP FIRE SANDUSKY COUNTY,https://childcaresearch.ohio.gov//pdf/002190019263_2023-10-04_ANNUAL.pdf,2100 BAKER RD,FREMONT,43420
CAMP FIRE- CROGHAN AFTER SCHOOL PROGRAM,https://childcaresearch.ohio.gov//pdf/002190020368_2024-02-12_ANNUAL.pdf,414 N. PENNSYLVANIA AVE,FREMONT,43420
CAMP FIRE- LUTZ AFTER SCHOOL PROGRAM,https://childcaresearch.ohio.gov//pdf/002190020372_2023-10-04_ANNUAL.pdf,1929 BUCKLAND AVE,FREMONT,43420
CAMPUS PRESCHOOL CENTER,https://childcaresearch.ohio.gov//pdf/000000100841_2024-08-20_ANNUAL.pdf,5155 EASTLAKE ST NW,NORTH CANTON,44720
CANAL FULTON UMC - DISCOVERY TIME PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000103626_2024-09-26_ANNUAL.pdf,363 W CHERRY ST,CANAL FULTON,44614
CANDYLAND CHILDCARE CENTER,https://childcaresearch.ohio.gov//pdf/002220025951_2024-02-02_ANNUAL.pdf,2194 ROMIG RD,AKRON,44320
CANFIELD DAY CARE LLC,https://childcaresearch.ohio.gov//pdf/002210025571_2024-10-22_ANNUAL.pdf,50 LISBON ST,CANFIELD,44406
CANFIELD UNITED METHODIST CHURCH PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000100139_2024-12-16_ANNUAL.pdf,27 S BROAD ST,CANFIELD,44406
"CAPABLE KIDS, LLC",https://childcaresearch.ohio.gov//pdf/002170015609_2024-09-17_ANNUAL.pdf,2722 N.HOLLAND-SYLVANIA,TOLEDO,43615
CAPITAL ROYAL CHILD CARE & LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000400347_2024-02-07_ANNUAL.pdf,1288 BRICE RD,REYNOLDSBURG,43068
CARDAN MONTESSORI CENTER,https://childcaresearch.ohio.gov//pdf/002190020760_2024-10-21_ANNUAL.pdf,1555 S BYRNE RD,TOLEDO,43614
CARDINAL KIDDIE KOLLEGE,https://childcaresearch.ohio.gov//pdf/000000301357_2024-09-09_ANNUAL.pdf,3243 CARDINAL DRIVE,YOUNGSTOWN,44505
CARE 4 KIDS EDUCATIONAL CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000104102_2024-09-05_ANNUAL.pdf,5025 CLEVELAND RD,WOOSTER,44691
CARE AFTER SCHOOL - BLUFFSVIEW,https://childcaresearch.ohio.gov//pdf/000000403764_2024-10-07_ANNUAL.pdf,7111 LINWORTH RD,W WORTHINGTON,43235
CARE AFTER SCHOOL - BROOKSIDE,https://childcaresearch.ohio.gov//pdf/000000402987_2024-11-18_ANNUAL.pdf,6700 MCVEY BOULEVARD,COLUMBUS,43235
CARE AFTER SCHOOL - COLONIAL HILLS ELEMENTARY,https://childcaresearch.ohio.gov//pdf/000000403208_2024-01-08_ANNUAL.pdf,5800 GREENWICH ST,WORTHINGTON,43085
CARE AFTER SCHOOL - EVENING STREET,https://childcaresearch.ohio.gov//pdf/000000403207_2024-12-09_ANNUAL.pdf,885 EVENING ST,WORTHINGTON,43085
CARE AFTER SCHOOL - GRANBY,https://childcaresearch.ohio.gov//pdf/000000403092_2024-09-25_ANNUAL.pdf,1490 HARD ROAD,COLUMBUS,43235
CARE AFTER SCHOOL - LIBERTY,https://childcaresearch.ohio.gov//pdf/000000402225_2024-10-09_ANNUAL.pdf,8081 SADDLE RUN ROAD,POWELL,43065
CARE AFTER SCHOOL - SLATE HILL,https://childcaresearch.ohio.gov//pdf/000000403763_2024-10-31_ANNUAL.pdf,7625 ALTA VIEW BLVD,WORTHINGTON,43085
CARE AFTER SCHOOL - WILSON HILL,https://childcaresearch.ohio.gov//pdf/000000403209_2024-08-26_ANNUAL.pdf,6500 NORTHLAND BOULEVARD,WORTHINGTON,43085
CARE AFTER SCHOOL - WORTHINGTON ESTATES,https://childcaresearch.ohio.gov//pdf/000000400025_2024-11-13_ANNUAL.pdf,6760 RIEBER ST,WORTHINGTON,43085
CARE AFTER SCHOOL - WORTHINGTON HILLS,https://childcaresearch.ohio.gov//pdf/000000402988_2024-11-04_ANNUAL.pdf,1221 CANDLEWOOD DRIVE,COLUMBUS,43235
CARE AFTER SCHOOL - WORTHINGTON PARK,https://childcaresearch.ohio.gov//pdf/000000403206_2024-11-14_ANNUAL.pdf,500 PARK RD,WESTERVILLE,43081
CARE WORKS INC,https://childcaresearch.ohio.gov//pdf/000000501726_2024-08-28_ANNUAL.pdf,18 OLD STATE RD N,NORWALK,44857
"CARE-A-LOT CHILD CARE CENTER,LLC",https://childcaresearch.ohio.gov//pdf/000000300752_2024-07-18_ANNUAL.pdf,15255 TRISKETT ROAD,CLEVELAND,44111
CARE-A-LOT LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000501657_2024-01-31_ANNUAL.pdf,108 E SOUTH ST,BOTKINS,45306
CAREBARE CHILDCARE LLC,https://childcaresearch.ohio.gov//pdf/000000500278_2024-12-10_ANNUAL.pdf,6214 N. SUMMIT ST,TOLEDO,43611
CAREYTOWN PRESCHOOL & CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000406709_2024-10-02_ANNUAL.pdf,527 PERSHING ROAD,ZANESVILLE,43701
CARING AND SHARING LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000401259_2024-10-01_ANNUAL.pdf,1846-1848 PARSONS AVE,COLUMBUS,43207
CARL B. STOKES EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000306436_2024-10-29_ANNUAL.pdf,1883 TORBENSON DR.,CLEVELAND,44112
CARLISLE EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000207152_2024-12-10_ANNUAL.pdf,130 UNION ROAD,CARLISLE,45005
CARNATION EARLY LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/002190020722_2024-09-17_ANNUAL.pdf,2508 N REYNOLDS ROAD,TOLEDO,43615
"CARNIVAL CHILD DEVELOPMENT CENTER, INC.",https://childcaresearch.ohio.gov//pdf/000000300161_2024-01-08_ANNUAL.pdf,1690 LANDER ROAD,MAYFIELD HTS.,44124
CAROL NURSERY SCHOOL,https://childcaresearch.ohio.gov//pdf/000000302964_2024-01-31_ANNUAL.pdf,19824 SUSSEX RD,SHAKER HEIGHTS,44122
"CAROL'S CORNER CHILD CARE, INC",https://childcaresearch.ohio.gov//pdf/000000307045_2024-07-01_ANNUAL.pdf,82 EASTWOOD STREET,GENEVA,44041
CAROUSEL CENTER HEAD START,https://childcaresearch.ohio.gov//pdf/002170012913_2024-12-16_ANNUAL.pdf,1112 GALLIA STREET,PORTSMOUTH,45662
CARPENTER CENTER @ THE YMCA,https://childcaresearch.ohio.gov//pdf/002170014213_2024-08-13_ANNUAL.pdf,71 CARPENTER ROAD,MANSFIELD,44903
CARVER COMMUNITY CENTER,https://childcaresearch.ohio.gov//pdf/000000400052_2024-07-30_ANNUAL.pdf,165 W. FOURTH ST,CHILLICOTHE,45601
CASCADE HORIZON EDUCATION CENTER,https://childcaresearch.ohio.gov//pdf/000000300204_2024-11-04_ANNUAL.pdf,233 BOND STREET,ELYRIA,44035
CASCADE VILLAGE YMCA ENRICHMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000100123_2024-01-02_ANNUAL.pdf,210 EAST NORTH ST.,AKRON,44304
CASEY'S PLAY CARE LLC,https://childcaresearch.ohio.gov//pdf/002210025081_2024-07-31_ANNUAL.pdf,209 OHIO AVE NE,MASSILLON,44646
CATERPILLARS TO BUTTERFLIES SUPERIOR,https://childcaresearch.ohio.gov//pdf/002210024673_2024-02-27_ANNUAL.pdf,10933 SUPERIOR,CLEVELAND,44106
CATHOLIC CLUB,https://childcaresearch.ohio.gov//pdf/000000502341_2024-09-04_ANNUAL.pdf,1601 JEFFERSON AVENUE,TOLEDO,43604
CAW/M AMAZING WONDERS PRESCHOOL HEAD START CENTER,https://childcaresearch.ohio.gov//pdf/000000300336_2024-09-19_ANNUAL.pdf,1330 N CARPENTER RD,BRUNSWICK,44212
CAW/M CREATIVE KIDS HEAD START CENTER,https://childcaresearch.ohio.gov//pdf/000000306738_2024-09-26_ANNUAL.pdf,787 W LAFAYETTE RD,MEDINA,44256
CAW/M ORRVILLE HEAD START,https://childcaresearch.ohio.gov//pdf/000000106127_2024-09-17_ANNUAL.pdf,1801 SMUCKER DRIVE,ORRVILLE,44667
CAW/M RITTMAN PRESCHOOL HEAD START,https://childcaresearch.ohio.gov//pdf/000000106032_2024-09-11_ANNUAL.pdf,250 NORTH STREET,RITTMAN,44270
CAW/M W#3 HEAD START: PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000300706_2025-01-09_ANNUAL.pdf,905 PITTSBURGH AVENUE,WOOSTER,44691
CAW/M WADSWORTH PRESCHOOL HEAD START,https://childcaresearch.ohio.gov//pdf/000000306407_2023-12-06_ANNUAL.pdf,146 HIGH ST.,WADSWORTH,44281
CAWM WEST SALEM HEADSTART CENTER,https://childcaresearch.ohio.gov//pdf/000000106235_2024-09-18_ANNUAL.pdf,99 E BUCKEYE ST.,WEST SALEM,44287
CCC KIDS / COMMUNITY CHRISTIAN CHURCH,https://childcaresearch.ohio.gov//pdf/002230028282_2024-12-05_ANNUAL.pdf,1020 W. STATE STREET,TRENTON,45067
CCW ACADEMY LLC,https://childcaresearch.ohio.gov//pdf/002220025772_2024-12-12_ANNUAL.pdf,119 STADIUM DRIVE,BOARDMAN,44512
CDC BARNETT HEAD START,https://childcaresearch.ohio.gov//pdf/000000408844_2024-10-02_ANNUAL.pdf,1184 BARNETT ROAD,COLUMBUS,43227
CDC MAYBURY HEAD START,https://childcaresearch.ohio.gov//pdf/000000408199_2024-11-21_ANNUAL.pdf,2633 MAYBURY ROAD,COLUMBUS,43232
CDC-HILLIARD HEAD START,https://childcaresearch.ohio.gov//pdf/000000411045_2024-09-13_ANNUAL.pdf,3830 TRUE MAN COURT,HILLIARD,43026
CDCFC - KING ARTS COMPLEX,https://childcaresearch.ohio.gov//pdf/000000400774_2024-09-05_ANNUAL.pdf,867 MOUNT VERNON AVENUE,COLUMBUS,43203
CDCFC C.RAY WILLIAMS WHITEHALL,https://childcaresearch.ohio.gov//pdf/000000408243_2024-10-09_ANNUAL.pdf,4738 KAE AVE,WHITEHALL,43213
CDCFC DUBLIN RIVERSIDE HEAD START,https://childcaresearch.ohio.gov//pdf/000000400033_2024-11-18_ANNUAL.pdf,3260 RIVERSIDE GREEN DR,DUBLIN,43017
CDCFC GOSHEN LANE,https://childcaresearch.ohio.gov//pdf/002210024960_2024-10-29_ANNUAL.pdf,370 GOSHEN LANE,GAHANNA,43230
